,gmDate,gmTime,teamAbbr,teamConf,teamDiv,teamLoc,teamRslt,teamDayOff,teamPTS,teamAST,teamTO,teamSTL,teamBLK,teamPF,teamFGA,teamFGM,team2PA,team2PM,team3PA,team3PM,teamFTA,teamFTM,teamORB,teamDRB,teamPTS1,teamPTS2,teamPTS3,teamPTS4,opptAbbr,opptConf,opptDiv,opptLoc,opptRslt,opptDayOff,opptPTS,opptAST,opptTO,opptSTL,opptBLK,opptPF,opptFGA,opptFGM,oppt2PA,oppt2PM,oppt3PA,oppt3PM,opptFTA,opptFTM,opptORB,opptDRB,opptPTS1,opptPTS2,opptPTS3,opptPTS4
1211,2017-01-15,03:00,TOR,East,Atlantic,Home,Win,1,116,21,11,9,4,20,89,44,67,36,22,8,23,20,10,32,27,42,27,20,NY,East,Atlantic,Away,Loss,2,101,21,16,7,7,16,84,35,55,23,29,12,27,19,11,30,26,28,8,39
1212,2017-01-15,04:00,MIN,West,Northwest,Away,Loss,1,87,20,12,7,1,16,80,35,59,30,21,5,18,12,10,34,25,22,23,17,DAL,West,Southwest,Home,Win,2,98,21,11,8,8,18,77,36,48,24,29,12,19,14,6,35,27,29,23,19
1213,2017-01-15,04:00,DAL,West,Southwest,Home,Win,2,98,21,11,8,8,18,77,36,48,24,29,12,19,14,6,35,27,29,23,19,MIN,West,Northwest,Away,Loss,1,87,20,12,7,1,16,80,35,59,30,21,5,18,12,10,34,25,22,23,17
1214,2017-01-15,06:00,HOU,West,Southwest,Away,Win,1,137,30,14,9,4,21,90,46,46,25,44,21,32,24,11,39,37,37,30,33,BKN,East,Atlantic,Home,Loss,1,112,29,18,9,4,25,93,41,49,26,44,15,19,15,9,29,36,30,24,22
1215,2017-01-15,06:00,BKN,East,Atlantic,Home,Loss,1,112,29,18,9,4,25,93,41,49,26,44,15,19,15,9,29,36,30,24,22,HOU,West,Southwest,Away,Win,1,137,30,14,9,4,21,90,46,46,25,44,21,32,24,11,39,37,37,30,33
1216,2017-01-15,09:00,CHI,East,Central,Away,Win,1,108,18,12,8,5,14,78,40,61,36,17,4,35,24,6,41,14,38,26,30,MEM,West,Southwest,Home,Loss,2,104,24,10,6,3,22,95,40,63,29,32,11,13,13,13,37,19,27,31,27
1217,2017-01-15,09:00,MEM,West,Southwest,Home,Loss,2,104,24,10,6,3,22,95,40,63,29,32,11,13,13,13,37,19,27,31,27,CHI,East,Central,Away,Win,1,108,18,12,8,5,14,78,40,61,36,17,4,35,24,6,41,14,38,26,30
1218,2017-01-15,09:00,OKC,West,Northwest,Away,Win,2,122,20,19,14,4,28,90,40,62,31,28,9,41,33,17,27,28,31,29,34,SAC,West,Pacific,Home,Loss,1,118,24,22,13,6,29,81,37,57,28,24,9,40,35,14,30,23,23,33,39
1219,2017-01-15,09:00,SAC,West,Pacific,Home,Loss,1,118,24,22,13,6,29,81,37,57,28,24,9,40,35,14,30,23,23,33,39,OKC,West,Northwest,Away,Win,2,122,20,19,14,4,28,90,40,62,31,28,9,41,33,17,27,28,31,29,34
1220,2017-01-15,09:30,DET,East,Central,Away,Win,1,102,24,7,6,6,22,95,41,70,32,25,9,16,11,10,36,23,36,16,27,LAL,West,Pacific,Home,Loss,1,97,19,15,2,4,18,83,36,57,30,26,6,24,19,9,41,31,26,15,25
1221,2017-01-15,09:30,LAL,West,Pacific,Home,Loss,1,97,19,15,2,4,18,83,36,57,30,26,6,24,19,9,41,31,26,15,25,DET,East,Central,Away,Win,1,102,24,7,6,6,22,95,41,70,32,25,9,16,11,10,36,23,36,16,27
1222,2017-01-16,01:00,ATL,East,Southeast,Away,Win,0,108,26,10,11,3,15,87,40,55,28,32,12,23,16,8,28,26,27,35,20,NY,East,Atlantic,Home,Loss,0,107,21,18,8,3,22,85,42,59,34,26,8,23,15,15,38,27,27,29,24
1223,2017-01-16,01:00,NY,East,Atlantic,Home,Loss,0,107,21,18,8,3,22,85,42,59,34,26,8,23,15,15,38,27,27,29,24,ATL,East,Southeast,Away,Win,0,108,26,10,11,3,15,87,40,55,28,32,12,23,16,8,28,26,27,35,20
1224,2017-01-16,02:00,POR,West,Northwest,Away,Loss,2,101,22,15,6,5,20,88,37,62,29,26,8,25,19,14,31,21,29,27,24,WAS,East,Southeast,Home,Win,1,120,26,12,10,5,18,86,42,63,29,23,13,25,23,12,39,37,38,26,19
1225,2017-01-16,02:00,WAS,East,Southeast,Home,Win,1,120,26,12,10,5,18,86,42,63,29,23,13,25,23,12,39,37,38,26,19,POR,West,Northwest,Away,Loss,2,101,22,15,6,5,20,88,37,62,29,26,8,25,19,14,31,21,29,27,24
1226,2017-01-16,03:30,PHI,East,Atlantic,Away,Win,1,113,25,19,8,9,23,78,35,41,21,37,14,36,29,13,38,24,22,35,32,MIL,East,Central,Home,Loss,1,104,23,13,8,6,23,89,42,75,37,14,5,22,15,10,28,24,30,24,26
1227,2017-01-16,03:30,MIL,East,Central,Home,Loss,1,104,23,13,8,6,23,89,42,75,37,14,5,22,15,10,28,24,30,24,26,PHI,East,Atlantic,Away,Win,1,113,25,19,8,9,23,78,35,41,21,37,14,36,29,13,38,24,22,35,32
1228,2017-01-16,04:00,NO,West,Southwest,Away,Loss,1,95,18,13,7,6,17,84,36,59,26,25,10,18,13,8,30,18,34,18,25,IND,East,Central,Home,Win,4,98,26,16,10,7,18,81,41,62,36,19,5,16,11,5,41,32,22,22,22
1229,2017-01-16,04:00,IND,East,Central,Home,Win,4,98,26,16,10,7,18,81,41,62,36,19,5,16,11,5,41,32,22,22,22,NO,West,Southwest,Away,Loss,1,95,18,13,7,6,17,84,36,59,26,25,10,18,13,8,30,18,34,18,25
1230,2017-01-16,05:00,ORL,East,Southeast,Away,Loss,1,112,28,14,6,1,10,89,45,64,37,25,8,18,14,8,27,36,25,22,29,DEN,West,Northwest,Home,Win,4,125,33,15,11,2,17,89,52,62,43,27,9,15,12,9,30,39,30,31,25
1231,2017-01-16,05:00,DEN,West,Northwest,Home,Win,4,125,33,15,11,2,17,89,52,62,43,27,9,15,12,9,30,39,30,31,25,ORL,East,Southeast,Away,Loss,1,112,28,14,6,1,10,89,45,64,37,25,8,18,14,8,27,36,25,22,29
1232,2017-01-16,07:30,CHA,East,Southeast,Away,Loss,3,98,25,11,4,4,15,86,38,61,30,25,8,17,14,10,32,30,23,18,27,BOS,East,Atlantic,Home,Win,2,108,29,12,6,3,11,84,42,45,27,39,15,10,9,8,36,34,25,21,28
1233,2017-01-16,07:30,BOS,East,Atlantic,Home,Win,2,108,29,12,6,3,11,84,42,45,27,39,15,10,9,8,36,34,25,21,28,CHA,East,Southeast,Away,Loss,3,98,25,11,4,4,15,86,38,61,30,25,8,17,14,10,32,30,23,18,27
1234,2017-01-16,08:00,CLE,East,Central,Away,Loss,2,91,11,15,7,4,21,88,31,54,22,34,9,27,20,7,28,22,27,22,20,GS,West,Pacific,Home,Win,3,126,37,17,10,11,22,91,46,57,31,34,15,24,19,11,47,37,41,17,31
1235,2017-01-16,08:00,GS,West,Pacific,Home,Win,3,126,37,17,10,11,22,91,46,57,31,34,15,24,19,11,47,37,41,17,31,CLE,East,Central,Away,Loss,2,91,11,15,7,4,21,88,31,54,22,34,9,27,20,7,28,22,27,22,20
1236,2017-01-16,09:00,UTA,West,Northwest,Away,Win,2,106,22,8,4,6,16,89,41,66,33,23,8,24,16,14,32,24,23,32,27,PHO,West,Pacific,Home,Loss,2,101,13,10,4,5,21,81,40,59,35,22,5,17,16,6,33,28,25,27,21
1237,2017-01-16,09:00,PHO,West,Pacific,Home,Loss,2,101,13,10,4,5,21,81,40,59,35,22,5,17,16,6,33,28,25,27,21,UTA,West,Northwest,Away,Win,2,106,22,8,4,6,16,89,41,66,33,23,8,24,16,14,32,24,23,32,27
1238,2017-01-16,10:30,OKC,West,Northwest,Away,Loss,1,98,18,15,10,4,15,85,36,55,26,30,10,19,16,9,27,25,22,28,23,LAC,West,Pacific,Home,Win,2,120,27,16,9,5,15,82,45,54,33,28,12,22,18,10,37,34,30,32,24
1239,2017-01-16,10:30,LAC,West,Pacific,Home,Win,2,120,27,16,9,5,15,82,45,54,33,28,12,22,18,10,37,34,30,32,24,OKC,West,Northwest,Away,Loss,1,98,18,15,10,4,15,85,36,55,26,30,10,19,16,9,27,25,22,28,23
1240,2017-01-17,07:30,TOR,East,Atlantic,Away,Win,2,119,18,10,8,6,19,92,48,73,38,19,10,16,13,10,34,26,32,34,27,BKN,East,Atlantic,Home,Loss,2,109,20,13,7,6,19,89,40,63,33,26,7,24,22,11,30,29,32,24,24
1241,2017-01-17,07:30,BKN,East,Atlantic,Home,Loss,2,109,20,13,7,6,19,89,40,63,33,26,7,24,22,11,30,29,32,24,24,TOR,East,Atlantic,Away,Win,2,119,18,10,8,6,19,92,48,73,38,19,10,16,13,10,34,26,32,34,27
1242,2017-01-17,07:30,HOU,West,Southwest,Away,Loss,2,103,21,18,8,3,16,90,36,51,27,39,9,28,22,11,38,32,21,26,24,MIA,East,Southeast,Home,Win,3,109,21,16,11,1,24,90,42,61,33,29,9,24,16,11,41,27,26,26,30
1243,2017-01-17,07:30,MIA,East,Southeast,Home,Win,3,109,21,16,11,1,24,90,42,61,33,29,9,24,16,11,41,27,26,26,30,HOU,West,Southwest,Away,Loss,2,103,21,18,8,3,16,90,36,51,27,39,9,28,22,11,38,32,21,26,24
1244,2017-01-17,08:00,DAL,West,Southwest,Away,Win,2,99,27,12,5,2,21,78,37,50,26,28,11,18,14,6,30,24,30,22,23,CHI,East,Central,Home,Loss,1,98,23,13,6,4,22,82,37,68,31,14,6,22,18,11,32,28,19,27,24
1245,2017-01-17,08:00,CHI,East,Central,Home,Loss,1,98,23,13,6,4,22,82,37,68,31,14,6,22,18,11,32,28,19,27,24,DAL,West,Southwest,Away,Win,2,99,27,12,5,2,21,78,37,50,26,28,11,18,14,6,30,24,30,22,23
1246,2017-01-17,08:30,MIN,West,Northwest,Away,Loss,2,114,26,18,5,6,22,73,36,60,30,13,6,41,36,6,33,30,41,19,24,SA,West,Southwest,Home,Win,3,122,27,7,9,3,29,84,43,66,35,18,8,35,28,6,28,30,37,25,30
1247,2017-01-17,08:30,SA,West,Southwest,Home,Win,3,122,27,7,9,3,29,84,43,66,35,18,8,35,28,6,28,30,37,25,30,MIN,West,Northwest,Away,Loss,2,114,26,18,5,6,22,73,36,60,30,13,6,41,36,6,33,30,41,19,24
1248,2017-01-17,10:30,DEN,West,Northwest,Away,Win,1,127,29,17,5,10,17,88,50,62,39,26,11,26,16,13,32,40,26,35,26,LAL,West,Pacific,Home,Loss,2,121,28,12,11,5,21,108,47,78,36,30,11,18,16,20,23,26,28,30,37
1249,2017-01-17,10:30,LAL,West,Pacific,Home,Loss,2,121,28,12,11,5,21,108,47,78,36,30,11,18,16,20,23,26,28,30,37,DEN,West,Northwest,Away,Win,1,127,29,17,5,10,17,88,50,62,39,26,11,26,16,13,32,40,26,35,26
1250,2017-01-18,07:00,POR,West,Northwest,Away,Loss,2,85,18,16,10,12,11,94,33,63,25,31,8,11,11,15,35,26,20,26,13,CHA,East,Southeast,Home,Win,1,107,28,12,11,8,13,87,41,61,30,26,11,17,14,8,43,23,31,25,28
1251,2017-01-18,07:00,CHA,East,Southeast,Home,Win,1,107,28,12,11,8,13,87,41,61,30,26,11,17,14,8,43,23,31,25,28,POR,West,Northwest,Away,Loss,2,85,18,16,10,12,11,94,33,63,25,31,8,11,11,15,35,26,20,26,13
1252,2017-01-18,07:00,TOR,East,Atlantic,Away,Loss,0,89,17,11,10,3,24,86,34,62,28,24,6,23,15,12,31,21,23,21,24,PHI,East,Atlantic,Home,Win,2,94,20,22,5,7,21,70,31,46,23,24,8,32,24,6,42,25,21,22,26
1253,2017-01-18,07:00,PHI,East,Atlantic,Home,Win,2,94,20,22,5,7,21,70,31,46,23,24,8,32,24,6,42,25,21,22,26,TOR,East,Atlantic,Away,Loss,0,89,17,11,10,3,24,86,34,62,28,24,6,23,15,12,31,21,23,21,24
1254,2017-01-18,07:00,MEM,West,Southwest,Away,Loss,2,101,20,12,8,1,20,83,33,58,25,25,8,34,27,17,28,24,27,26,24,WAS,East,Southeast,Home,Win,2,104,27,12,7,3,25,80,36,51,28,29,8,26,24,12,33,30,36,17,21
1255,2017-01-18,07:00,WAS,East,Southeast,Home,Win,2,104,27,12,7,3,25,80,36,51,28,29,8,26,24,12,33,30,36,17,21,MEM,West,Southwest,Away,Loss,2,101,20,12,8,1,20,83,33,58,25,25,8,34,27,17,28,24,27,26,24
1256,2017-01-18,07:30,NY,East,Atlantic,Away,Win,2,117,27,16,2,8,24,91,46,66,36,25,10,18,15,18,39,31,32,25,29,BOS,East,Atlantic,Home,Loss,2,106,25,3,8,8,15,91,35,58,26,33,9,29,27,9,24,34,20,29,23
1257,2017-01-18,07:30,BOS,East,Atlantic,Home,Loss,2,106,25,3,8,8,15,91,35,58,26,33,9,29,27,9,24,34,20,29,23,NY,East,Atlantic,Away,Win,2,117,27,16,2,8,24,91,46,66,36,25,10,18,15,18,39,31,32,25,29
1258,2017-01-18,08:00,ATL,East,Southeast,Away,Loss,2,95,22,13,1,4,21,78,30,53,24,25,6,37,29,8,24,18,27,23,27,DET,East,Central,Home,Win,2,118,27,13,6,0,29,91,45,66,35,25,10,28,18,18,42,42,27,25,24
1259,2017-01-18,08:00,DET,East,Central,Home,Win,2,118,27,13,6,0,29,91,45,66,35,25,10,28,18,18,42,42,27,25,24,ATL,East,Southeast,Away,Loss,2,95,22,13,1,4,21,78,30,53,24,25,6,37,29,8,24,18,27,23,27
1260,2017-01-18,08:00,MIL,East,Central,Away,Loss,2,92,26,18,8,8,14,93,37,65,30,28,7,14,11,15,35,27,12,26,27,HOU,West,Southwest,Home,Win,1,111,25,10,9,12,17,95,43,51,29,44,14,15,11,13,33,22,30,27,32
1261,2017-01-18,08:00,HOU,West,Southwest,Home,Win,1,111,25,10,9,12,17,95,43,51,29,44,14,15,11,13,33,22,30,27,32,MIL,East,Central,Away,Loss,2,92,26,18,8,8,14,93,37,65,30,28,7,14,11,15,35,27,12,26,27
1262,2017-01-18,08:00,ORL,East,Southeast,Away,Loss,2,98,18,18,6,5,14,88,39,56,28,32,11,11,9,5,43,29,23,21,25,NO,West,Southwest,Home,Win,2,118,28,9,11,5,13,93,46,57,31,36,15,15,11,5,39,32,33,27,26
1263,2017-01-18,08:00,NO,West,Southwest,Home,Win,2,118,28,9,11,5,13,93,46,57,31,36,15,15,11,5,39,32,33,27,26,ORL,East,Southeast,Away,Loss,2,98,18,18,6,5,14,88,39,56,28,32,11,11,9,5,43,29,23,21,25
1264,2017-01-18,10:30,OKC,West,Northwest,Away,Loss,2,100,23,19,11,6,22,90,38,62,30,28,8,19,16,13,23,31,25,22,22,GS,West,Pacific,Home,Win,2,121,35,18,11,8,16,85,46,64,36,21,10,27,19,11,35,30,26,37,28
1265,2017-01-18,10:30,GS,West,Pacific,Home,Win,2,121,35,18,11,8,16,85,46,64,36,21,10,27,19,11,35,30,26,37,28,OKC,West,Northwest,Away,Loss,2,100,23,19,11,6,22,90,38,62,30,28,8,19,16,13,23,31,25,22,22
1266,2017-01-18,10:30,IND,East,Central,Away,Win,2,106,22,15,11,3,21,75,39,54,32,21,7,25,21,8,24,21,20,30,35,SAC,West,Pacific,Home,Loss,3,100,28,21,9,5,22,72,35,51,26,21,9,27,21,10,26,34,26,19,21
1267,2017-01-18,10:30,SAC,West,Pacific,Home,Loss,3,100,28,21,9,5,22,72,35,51,26,21,9,27,21,10,26,34,26,19,21,IND,East,Central,Away,Win,2,106,22,15,11,3,21,75,39,54,32,21,7,25,21,8,24,21,20,30,35
1268,2017-01-19,07:00,PHO,West,Pacific,Away,Loss,2,103,23,16,10,4,22,85,37,66,33,19,4,31,25,15,31,21,20,35,27,CLE,East,Central,Home,Win,2,118,29,12,7,6,24,85,43,42,24,43,19,19,13,4,32,29,30,30,29
1269,2017-01-19,07:00,CLE,East,Central,Home,Win,2,118,29,12,7,6,24,85,43,42,24,43,19,19,13,4,32,29,30,30,29,PHO,West,Pacific,Away,Loss,2,103,23,16,10,4,22,85,37,66,33,19,4,31,25,15,31,21,20,35,27
1270,2017-01-19,07:30,DAL,West,Southwest,Away,Loss,1,95,17,10,4,3,20,82,37,46,23,36,14,11,7,5,28,22,31,20,22,MIA,East,Southeast,Home,Win,2,99,16,13,4,1,15,73,35,53,26,20,9,29,20,6,34,29,15,26,29
1271,2017-01-19,07:30,MIA,East,Southeast,Home,Win,2,99,16,13,4,1,15,73,35,53,26,20,9,29,20,6,34,29,15,26,29,DAL,West,Southwest,Away,Loss,1,95,17,10,4,3,20,82,37,46,23,36,14,11,7,5,28,22,31,20,22
1272,2017-01-19,08:00,WAS,East,Southeast,Away,Win,1,113,29,15,7,5,19,88,44,56,31,32,13,14,12,10,30,38,28,34,13,NY,East,Atlantic,Home,Loss,1,110,20,11,7,4,14,90,42,66,35,24,7,22,19,14,27,27,40,19,24
1273,2017-01-19,08:00,NY,East,Atlantic,Home,Loss,1,110,20,11,7,4,14,90,42,66,35,24,7,22,19,14,27,27,40,19,24,WAS,East,Southeast,Away,Win,1,113,29,15,7,5,19,88,44,56,31,32,13,14,12,10,30,38,28,34,13
1274,2017-01-19,08:30,DEN,West,Northwest,Away,Loss,1,104,27,15,5,7,19,91,37,60,27,31,10,26,20,11,32,23,35,23,23,SA,West,Southwest,Home,Win,2,118,28,8,12,5,19,86,44,64,35,22,9,25,21,6,37,28,31,33,26
1275,2017-01-19,08:30,SA,West,Southwest,Home,Win,2,118,28,8,12,5,19,86,44,64,35,22,9,25,21,6,37,28,31,33,26,DEN,West,Northwest,Away,Loss,1,104,27,15,5,7,19,91,37,60,27,31,10,26,20,11,32,23,35,23,23
1276,2017-01-19,10:30,MIN,West,Northwest,Away,Win,2,104,25,14,3,2,21,84,40,68,35,16,5,25,19,13,30,25,19,33,27,LAC,West,Pacific,Home,Loss,3,101,24,11,9,6,21,87,42,65,38,22,4,24,13,14,27,22,29,28,22
1277,2017-01-19,10:30,LAC,West,Pacific,Home,Loss,3,101,24,11,9,6,21,87,42,65,38,22,4,24,13,14,27,22,29,28,22,MIN,West,Northwest,Away,Win,2,104,25,14,3,2,21,84,40,68,35,16,5,25,19,13,30,25,19,33,27
1278,2017-01-20,07:00,TOR,East,Atlantic,Away,Loss,2,78,10,12,7,6,20,86,29,56,22,30,7,14,13,8,25,18,30,15,15,CHA,East,Southeast,Home,Win,2,113,24,16,9,4,13,80,40,55,28,25,12,25,21,11,40,26,29,33,25
1279,2017-01-20,07:00,CHA,East,Southeast,Home,Win,2,113,24,16,9,4,13,80,40,55,28,25,12,25,21,11,40,26,29,33,25,TOR,East,Atlantic,Away,Loss,2,78,10,12,7,6,20,86,29,56,22,30,7,14,13,8,25,18,30,15,15
1280,2017-01-20,07:00,MIL,East,Central,Away,Loss,1,96,21,12,6,3,25,84,34,59,24,25,10,26,18,10,30,23,32,19,22,ORL,East,Southeast,Home,Win,1,112,25,10,9,7,24,87,40,59,32,28,8,31,24,14,39,25,34,29,24
1281,2017-01-20,07:00,ORL,East,Southeast,Home,Win,1,112,25,10,9,7,24,87,40,59,32,28,8,31,24,14,39,25,34,29,24,MIL,East,Central,Away,Loss,1,96,21,12,6,3,25,84,34,59,24,25,10,26,18,10,30,23,32,19,22
1282,2017-01-20,07:00,POR,West,Northwest,Away,Loss,2,92,16,13,8,6,20,89,33,70,27,19,6,28,20,12,34,33,23,15,21,PHI,East,Atlantic,Home,Win,2,93,25,19,6,8,21,92,36,63,24,29,12,16,9,13,40,22,21,27,23
1283,2017-01-20,07:00,PHI,East,Atlantic,Home,Win,2,93,25,19,6,8,21,92,36,63,24,29,12,16,9,13,40,22,21,27,23,POR,West,Northwest,Away,Loss,2,92,16,13,8,6,20,89,33,70,27,19,6,28,20,12,34,33,23,15,21
1284,2017-01-20,08:00,CHI,East,Central,Away,Loss,3,93,18,25,12,5,17,81,34,53,27,28,7,19,18,12,29,13,23,21,36,ATL,East,Southeast,Home,Win,2,102,23,20,16,3,19,82,39,60,30,22,9,19,15,10,30,35,30,22,15
1285,2017-01-20,08:00,ATL,East,Southeast,Home,Win,2,102,23,20,16,3,19,82,39,60,30,22,9,19,15,10,30,35,30,22,15,CHI,East,Central,Away,Loss,3,93,18,25,12,5,17,81,34,53,27,28,7,19,18,12,29,13,23,21,36
1286,2017-01-20,08:00,GS,West,Pacific,Away,Win,1,125,30,15,8,7,18,89,47,51,32,38,15,21,16,8,33,32,30,37,26,HOU,West,Southwest,Home,Loss,2,108,26,15,8,3,17,96,43,61,36,35,7,18,15,13,28,29,28,22,29
1287,2017-01-20,08:00,HOU,West,Southwest,Home,Loss,2,108,26,15,8,3,17,96,43,61,36,35,7,18,15,13,28,29,28,22,29,GS,West,Pacific,Away,Win,1,125,30,15,8,7,18,89,47,51,32,38,15,21,16,8,33,32,30,37,26
1288,2017-01-20,08:00,SAC,West,Pacific,Away,Loss,1,91,18,10,9,6,21,76,31,47,25,29,6,32,23,5,30,23,19,22,27,MEM,West,Southwest,Home,Win,2,107,21,15,6,4,24,83,38,55,27,28,11,25,20,15,43,15,34,34,24
1289,2017-01-20,08:00,MEM,West,Southwest,Home,Win,2,107,21,15,6,4,24,83,38,55,27,28,11,25,20,15,43,15,34,34,24,SAC,West,Pacific,Away,Loss,1,91,18,10,9,6,21,76,31,47,25,29,6,32,23,5,30,23,19,22,27
1290,2017-01-20,08:00,BKN,East,Atlantic,Away,Win,3,143,24,16,5,6,20,83,48,53,33,30,15,35,32,9,43,29,37,43,34,NO,West,Southwest,Home,Loss,2,114,21,9,8,8,24,105,43,71,32,34,11,23,17,18,29,32,22,30,30
1291,2017-01-20,08:00,NO,West,Southwest,Home,Loss,2,114,21,9,8,8,24,105,43,71,32,34,11,23,17,18,29,32,22,30,30,BKN,East,Atlantic,Away,Win,3,143,24,16,5,6,20,83,48,53,33,30,15,35,32,9,43,29,37,43,34
1292,2017-01-20,08:30,UTA,West,Northwest,Away,Win,3,112,17,17,8,5,26,82,38,59,30,23,8,39,28,15,38,19,27,26,26,DAL,West,Southwest,Home,Loss,1,107,21,13,5,2,26,87,39,64,31,23,8,28,21,9,33,22,19,27,30
1293,2017-01-20,08:30,DAL,West,Southwest,Home,Loss,1,107,21,13,5,2,26,87,39,64,31,23,8,28,21,9,33,22,19,27,30,UTA,West,Northwest,Away,Win,3,112,17,17,8,5,26,82,38,59,30,23,8,39,28,15,38,19,27,26,26
1294,2017-01-20,10:30,IND,East,Central,Away,Loss,2,96,24,21,17,7,12,80,34,56,24,24,10,25,18,8,29,24,29,22,21,LAL,West,Pacific,Home,Win,3,108,27,24,15,4,20,87,41,54,27,33,14,15,12,16,35,27,24,35,22
1295,2017-01-20,10:30,LAL,West,Pacific,Home,Win,3,108,27,24,15,4,20,87,41,54,27,33,14,15,12,16,35,27,24,35,22,IND,East,Central,Away,Loss,2,96,24,21,17,7,12,80,34,56,24,24,10,25,18,8,29,24,29,22,21
1296,2017-01-21,05:00,POR,West,Northwest,Away,Win,0,127,26,14,12,4,26,92,43,67,33,25,10,36,31,9,28,26,30,32,25,BOS,East,Atlantic,Home,Loss,2,123,26,21,6,2,29,92,42,57,29,35,13,31,26,14,33,28,37,21,27
1297,2017-01-21,05:00,BOS,East,Atlantic,Home,Loss,2,123,26,21,6,2,29,92,42,57,29,35,13,31,26,14,33,28,37,21,27,POR,West,Northwest,Away,Win,0,127,26,14,12,4,26,92,43,67,33,25,10,36,31,9,28,26,30,32,25
1298,2017-01-21,06:00,WAS,East,Southeast,Away,Loss,1,112,23,11,12,3,22,91,39,65,31,26,8,33,26,13,34,26,29,27,30,DET,East,Central,Home,Win,2,113,25,20,9,4,27,87,43,59,32,28,11,22,16,13,36,30,31,37,15
1299,2017-01-21,06:00,DET,East,Central,Home,Win,2,113,25,20,9,4,27,87,43,59,32,28,11,22,16,13,36,30,31,37,15,WAS,East,Southeast,Away,Loss,1,112,23,11,12,3,22,91,39,65,31,26,8,33,26,13,34,26,29,27,30
1300,2017-01-21,07:00,PHI,East,Atlantic,Away,Loss,1,93,27,21,8,6,19,78,33,49,21,29,12,18,15,6,32,25,29,23,16,ATL,East,Southeast,Home,Win,0,110,24,14,7,5,18,91,45,71,38,20,7,23,13,11,37,25,37,28,20
1301,2017-01-21,07:00,ATL,East,Southeast,Home,Win,0,110,24,14,7,5,18,91,45,71,38,20,7,23,13,11,37,25,37,28,20,PHI,East,Atlantic,Away,Loss,1,93,27,21,8,6,19,78,33,49,21,29,12,18,15,6,32,25,29,23,16
1302,2017-01-21,07:00,BKN,East,Atlantic,Away,Loss,0,105,30,13,9,3,17,89,38,48,21,41,17,15,12,4,36,14,32,35,24,CHA,East,Southeast,Home,Win,1,112,26,13,6,5,18,82,39,53,25,29,14,22,20,6,41,28,32,21,31
1303,2017-01-21,07:00,CHA,East,Southeast,Home,Win,1,112,26,13,6,5,18,82,39,53,25,29,14,22,20,6,41,28,32,21,31,BKN,East,Atlantic,Away,Loss,0,105,30,13,9,3,17,89,38,48,21,41,17,15,12,4,36,14,32,35,24
1304,2017-01-21,07:30,MIL,East,Central,Away,Loss,1,97,17,11,6,2,18,79,33,61,27,18,6,32,25,12,29,22,21,28,26,MIA,East,Southeast,Home,Win,2,109,18,12,8,3,24,77,41,47,28,30,13,22,14,5,34,25,28,29,27
1305,2017-01-21,07:30,MIA,East,Southeast,Home,Win,2,109,18,12,8,3,24,77,41,47,28,30,13,22,14,5,34,25,28,29,27,MIL,East,Central,Away,Loss,1,97,17,11,6,2,18,79,33,61,27,18,6,32,25,12,29,22,21,28,26
1306,2017-01-21,07:30,PHO,West,Pacific,Away,Win,2,107,15,13,9,4,18,85,37,61,28,24,9,27,24,14,30,30,31,29,17,NY,East,Atlantic,Home,Loss,1,105,20,13,6,3,20,89,40,68,29,21,11,16,14,15,32,33,22,35,15
1307,2017-01-21,07:30,NY,East,Atlantic,Home,Loss,1,105,20,13,6,3,20,89,40,68,29,21,11,16,14,15,32,33,22,35,15,PHO,West,Pacific,Away,Win,2,107,15,13,9,4,18,85,37,61,28,24,9,27,24,14,30,30,31,29,17
1308,2017-01-21,08:00,HOU,West,Southwest,Away,Win,1,119,27,13,11,6,25,80,41,38,25,42,16,25,21,6,40,32,26,33,28,MEM,West,Southwest,Home,Loss,1,95,19,12,10,4,17,89,33,55,24,34,9,28,20,14,27,22,27,23,23
1309,2017-01-21,08:00,MEM,West,Southwest,Home,Loss,1,95,19,12,10,4,17,89,33,55,24,34,9,28,20,14,27,22,27,23,23,HOU,West,Southwest,Away,Win,1,119,27,13,11,6,25,80,41,38,25,42,16,25,21,6,40,32,26,33,28
1310,2017-01-21,08:30,SA,West,Southwest,Away,Win,2,118,32,14,6,6,22,96,48,70,38,26,10,14,12,10,36,22,35,27,23,CLE,East,Central,Home,Loss,2,115,25,18,7,1,16,91,45,57,32,34,13,22,12,11,36,33,25,31,18
1311,2017-01-21,08:30,CLE,East,Central,Home,Loss,2,115,25,18,7,1,16,91,45,57,32,34,13,22,12,11,36,33,25,31,18,SA,West,Southwest,Away,Win,2,118,32,14,6,6,22,96,48,70,38,26,10,14,12,10,36,22,35,27,23
1312,2017-01-21,09:00,SAC,West,Pacific,Away,Loss,1,99,20,10,7,5,23,84,37,58,28,26,9,21,16,9,31,21,31,21,26,CHI,East,Central,Home,Win,1,102,22,11,7,7,18,83,34,66,28,17,6,33,28,14,34,24,31,20,27
1313,2017-01-21,09:00,CHI,East,Central,Home,Win,1,102,22,11,7,7,18,83,34,66,28,17,6,33,28,14,34,24,31,20,27,SAC,West,Pacific,Away,Loss,1,99,20,10,7,5,23,84,37,58,28,26,9,21,16,9,31,21,31,21,26
