,gmDate,gmTime,teamAbbr,teamConf,teamDiv,teamLoc,teamRslt,teamDayOff,teamPTS,teamAST,teamTO,teamSTL,teamBLK,teamPF,teamFGA,teamFGM,team2PA,team2PM,team3PA,team3PM,teamFTA,teamFTM,teamORB,teamDRB,teamPTS1,teamPTS2,teamPTS3,teamPTS4,opptAbbr,opptConf,opptDiv,opptLoc,opptRslt,opptDayOff,opptPTS,opptAST,opptTO,opptSTL,opptBLK,opptPF,opptFGA,opptFGM,oppt2PA,oppt2PM,oppt3PA,oppt3PM,opptFTA,opptFTM,opptORB,opptDRB,opptPTS1,opptPTS2,opptPTS3,opptPTS4
309,2016-11-15,08:00,MIN,West,Northwest,Home,Loss,2,108,25,18,4,5,19,89,38,54,23,35,15,21,17,14,29,30,28,17,33,CHA,East,Southeast,Away,Win,2,115,25,13,10,6,17,80,43,56,32,24,11,22,18,4,33,31,15,36,33
310,2016-11-15,10:00,CHI,East,Central,Away,Win,3,113,16,10,7,4,19,98,41,78,34,20,7,28,24,19,48,35,21,27,30,POR,West,Northwest,Home,Loss,2,88,17,11,8,4,18,95,34,61,25,34,9,18,11,15,34,14,23,26,25
311,2016-11-15,10:00,POR,West,Northwest,Home,Loss,2,88,17,11,8,4,18,95,34,61,25,34,9,18,11,15,34,14,23,26,25,CHI,East,Central,Away,Win,3,113,16,10,7,4,19,98,41,78,34,20,7,28,24,19,48,35,21,27,30
312,2016-11-15,10:30,BKN,East,Atlantic,Away,Loss,1,118,23,14,8,6,27,99,45,58,33,41,12,20,16,9,38,29,22,34,33,LAL,West,Pacific,Home,Win,2,125,24,12,9,2,17,92,41,64,32,28,9,43,34,14,41,27,29,37,32
313,2016-11-15,10:30,LAL,West,Pacific,Home,Win,2,125,24,12,9,2,17,92,41,64,32,28,9,43,34,14,41,27,29,37,32,BKN,East,Atlantic,Away,Loss,1,118,23,14,8,6,27,99,45,58,33,41,12,20,16,9,38,29,22,34,33
314,2016-11-16,07:00,CLE,East,Central,Away,Loss,1,93,19,18,3,5,16,86,35,56,24,30,11,20,12,11,40,19,26,23,25,IND,East,Central,Home,Win,2,103,22,10,8,12,16,86,43,58,33,28,10,11,7,5,35,30,20,30,23
315,2016-11-16,07:00,IND,East,Central,Home,Win,2,103,22,10,8,12,16,86,43,58,33,28,10,11,7,5,35,30,20,30,23,CLE,East,Central,Away,Loss,1,93,19,18,3,5,16,86,35,56,24,30,11,20,12,11,40,19,26,23,25
316,2016-11-16,07:00,NO,West,Southwest,Away,Loss,1,82,19,18,5,9,16,82,30,61,23,21,7,19,15,9,39,19,21,23,19,ORL,East,Southeast,Home,Win,2,89,17,12,7,7,15,88,34,61,24,27,10,19,11,13,37,21,31,13,24
317,2016-11-16,07:00,ORL,East,Southeast,Home,Win,2,89,17,12,7,7,15,88,34,61,24,27,10,19,11,13,37,21,31,13,24,NO,West,Southwest,Away,Loss,1,82,19,18,5,9,16,82,30,61,23,21,7,19,15,9,39,19,21,23,19
318,2016-11-16,07:00,WAS,East,Southeast,Away,Loss,3,102,18,11,8,1,26,91,38,68,30,23,8,25,18,11,29,15,33,28,26,PHI,East,Atlantic,Home,Win,1,109,30,17,6,1,26,77,42,49,32,28,10,22,15,5,36,29,30,29,21
319,2016-11-16,07:00,PHI,East,Atlantic,Home,Win,1,109,30,17,6,1,26,77,42,49,32,28,10,22,15,5,36,29,30,29,21,WAS,East,Southeast,Away,Loss,3,102,18,11,8,1,26,91,38,68,30,23,8,25,18,11,29,15,33,28,26
320,2016-11-16,07:30,MIL,East,Central,Away,Loss,3,100,25,15,9,3,25,98,39,66,31,32,8,18,14,15,32,26,9,35,30,ATL,East,Southeast,Home,Win,1,107,29,16,6,8,17,72,35,40,25,32,10,31,27,3,36,21,31,32,23
321,2016-11-16,07:30,ATL,East,Southeast,Home,Win,1,107,29,16,6,8,17,72,35,40,25,32,10,31,27,3,36,21,31,32,23,MIL,East,Central,Away,Loss,3,100,25,15,9,3,25,98,39,66,31,32,8,18,14,15,32,26,9,35,30
322,2016-11-16,07:30,DAL,West,Southwest,Away,Loss,2,83,16,9,9,3,19,83,34,60,26,23,8,10,7,5,27,17,14,23,29,BOS,East,Atlantic,Home,Win,1,90,18,19,6,3,17,76,33,55,26,21,7,23,17,13,40,29,10,18,33
323,2016-11-16,07:30,BOS,East,Atlantic,Home,Win,1,90,18,19,6,3,17,76,33,55,26,21,7,23,17,13,40,29,10,18,33,DAL,West,Southwest,Away,Loss,2,83,16,9,9,3,19,83,34,60,26,23,8,10,7,5,27,17,14,23,29
324,2016-11-16,07:30,DET,East,Central,Away,Loss,2,102,19,11,6,1,14,85,42,62,34,23,8,12,10,8,32,27,22,25,28,NY,East,Atlantic,Home,Win,2,105,24,9,8,9,11,93,42,68,33,25,9,19,12,19,33,29,25,27,24
325,2016-11-16,07:30,NY,East,Atlantic,Home,Win,2,105,24,9,8,9,11,93,42,68,33,25,9,19,12,19,33,29,25,27,24,DET,East,Central,Away,Loss,2,102,19,11,6,1,14,85,42,62,34,23,8,12,10,8,32,27,22,25,28
326,2016-11-16,08:00,HOU,West,Southwest,Away,Loss,2,103,25,16,10,4,10,92,40,52,26,40,14,14,9,12,35,32,31,27,13,OKC,West,Northwest,Home,Win,2,105,25,16,7,7,15,84,40,59,28,25,12,14,13,5,39,38,27,20,20
327,2016-11-16,08:00,OKC,West,Northwest,Home,Win,2,105,25,16,7,7,15,84,40,59,28,25,12,14,13,5,39,38,27,20,20,HOU,West,Southwest,Away,Loss,2,103,25,16,10,4,10,92,40,52,26,40,14,14,9,12,35,32,31,27,13
328,2016-11-16,08:00,GS,West,Pacific,Away,Win,3,127,33,12,9,7,25,87,44,51,31,36,13,28,26,7,28,34,32,29,32,TOR,East,Atlantic,Home,Loss,1,121,16,15,8,1,22,82,37,57,27,25,10,41,37,13,33,38,15,33,35
329,2016-11-16,08:00,TOR,East,Atlantic,Home,Loss,1,121,16,15,8,1,22,82,37,57,27,25,10,41,37,13,33,38,15,33,35,GS,West,Pacific,Away,Win,3,127,33,12,9,7,25,87,44,51,31,36,13,28,26,7,28,34,32,29,32
330,2016-11-16,09:00,PHO,West,Pacific,Away,Loss,3,104,14,16,8,4,29,79,39,59,31,20,8,29,18,7,28,17,26,33,28,DEN,West,Northwest,Home,Win,3,120,23,14,8,4,24,93,45,76,37,17,8,24,22,14,35,28,33,28,31
331,2016-11-16,09:00,DEN,West,Northwest,Home,Win,3,120,23,14,8,4,24,93,45,76,37,17,8,24,22,14,35,28,33,28,31,PHO,West,Pacific,Away,Loss,3,104,14,16,8,4,29,79,39,59,31,20,8,29,18,7,28,17,26,33,28
332,2016-11-16,10:30,MEM,West,Southwest,Away,Win,2,111,24,17,6,2,22,82,40,56,25,26,15,19,16,9,34,26,35,22,28,LAC,West,Pacific,Home,Loss,2,107,15,8,13,7,19,81,37,56,28,25,9,34,24,8,27,28,18,30,31
333,2016-11-16,10:30,LAC,West,Pacific,Home,Loss,2,107,15,8,13,7,19,81,37,56,28,25,9,34,24,8,27,28,18,30,31,MEM,West,Southwest,Away,Win,2,111,24,17,6,2,22,82,40,56,25,26,15,19,16,9,34,26,35,22,28
334,2016-11-16,10:30,SA,West,Southwest,Away,Win,2,110,29,11,11,7,21,88,43,58,32,30,11,17,13,9,28,27,30,27,26,SAC,West,Pacific,Home,Loss,5,105,21,17,5,3,17,76,36,56,27,20,9,31,24,10,36,22,24,25,34
335,2016-11-16,10:30,SAC,West,Pacific,Home,Loss,5,105,21,17,5,3,17,76,36,56,27,20,9,31,24,10,36,22,24,25,34,SA,West,Southwest,Away,Win,2,110,29,11,11,7,21,88,43,58,32,30,11,17,13,9,28,27,30,27,26
336,2016-11-17,07:00,NY,East,Atlantic,Away,Loss,0,112,23,16,9,1,20,86,41,57,29,29,12,20,18,10,26,18,24,23,47,WAS,East,Southeast,Home,Win,1,119,26,16,7,2,21,81,44,56,29,25,15,18,16,7,30,24,28,35,32
337,2016-11-17,07:00,WAS,East,Southeast,Home,Win,1,119,26,16,7,2,21,81,44,56,29,25,15,18,16,7,30,24,28,35,32,NY,East,Atlantic,Away,Loss,0,112,23,16,9,1,20,86,41,57,29,29,12,20,18,10,26,18,24,23,47
338,2016-11-17,07:30,MIL,East,Central,Away,Loss,1,73,20,15,4,8,20,85,28,62,21,23,7,13,10,12,36,27,21,14,11,MIA,East,Southeast,Home,Win,2,96,19,8,5,8,18,97,39,67,32,30,7,21,11,17,42,21,27,19,29
339,2016-11-17,07:30,MIA,East,Southeast,Home,Win,2,96,19,8,5,8,18,97,39,67,32,30,7,21,11,17,42,21,27,19,29,MIL,East,Central,Away,Loss,1,73,20,15,4,8,20,85,28,62,21,23,7,13,10,12,36,27,21,14,11
340,2016-11-17,08:00,POR,West,Northwest,Away,Loss,1,109,24,13,6,4,19,90,41,62,31,28,10,21,17,10,31,29,33,21,26,HOU,West,Southwest,Home,Win,1,126,26,13,6,6,17,95,46,63,32,32,14,25,20,17,37,41,21,38,26
341,2016-11-17,08:00,HOU,West,Southwest,Home,Win,1,126,26,13,6,6,17,95,46,63,32,32,14,25,20,17,37,41,21,38,26,POR,West,Northwest,Away,Loss,1,109,24,13,6,4,19,90,41,62,31,28,10,21,17,10,31,29,33,21,26
342,2016-11-17,08:00,PHI,East,Atlantic,Away,Loss,1,86,15,17,9,2,17,83,31,51,22,32,9,19,15,13,27,18,15,25,28,MIN,West,Northwest,Home,Win,2,110,18,13,7,8,19,85,43,59,37,26,6,20,18,15,34,27,34,24,25
343,2016-11-17,08:00,MIN,West,Northwest,Home,Win,2,110,18,13,7,8,19,85,43,59,37,26,6,20,18,15,34,27,34,24,25,PHI,East,Atlantic,Away,Loss,1,86,15,17,9,2,17,83,31,51,22,32,9,19,15,13,27,18,15,25,28
344,2016-11-17,10:30,CHI,East,Central,Away,Win,2,85,8,8,7,6,16,90,33,73,28,17,5,16,14,14,32,25,16,25,19,UTA,West,Northwest,Home,Loss,3,77,11,13,4,3,14,78,30,53,25,25,5,14,12,10,38,26,17,15,19
345,2016-11-17,10:30,UTA,West,Northwest,Home,Loss,3,77,11,13,4,3,14,78,30,53,25,25,5,14,12,10,38,26,17,15,19,CHI,East,Central,Away,Win,2,85,8,8,7,6,16,90,33,73,28,17,5,16,14,14,32,25,16,25,19
346,2016-11-18,07:00,ATL,East,Southeast,Away,Loss,1,96,25,17,9,6,18,84,39,56,32,28,7,17,11,8,41,28,17,35,16,CHA,East,Southeast,Home,Win,2,100,25,11,11,4,16,90,37,61,27,29,10,24,16,8,36,29,19,27,25
347,2016-11-18,07:00,CHA,East,Southeast,Home,Win,2,100,25,11,11,4,16,90,37,61,27,29,10,24,16,8,36,29,19,27,25,ATL,East,Southeast,Away,Loss,1,96,25,17,9,6,18,84,39,56,32,28,7,17,11,8,41,28,17,35,16
348,2016-11-18,07:00,PHO,West,Pacific,Away,Win,1,116,21,12,14,7,28,97,46,71,37,26,9,18,15,18,28,27,30,32,27,IND,East,Central,Home,Loss,2,96,18,18,5,8,19,76,36,69,35,7,1,29,23,10,25,18,31,33,14
349,2016-11-18,07:00,IND,East,Central,Home,Loss,2,96,18,18,5,8,19,76,36,69,35,7,1,29,23,10,25,18,31,33,14,PHO,West,Pacific,Away,Win,1,116,21,12,14,7,28,97,46,71,37,26,9,18,15,18,28,27,30,32,27
350,2016-11-18,07:30,DET,East,Central,Away,Loss,2,81,23,7,5,4,15,93,29,74,23,19,6,20,17,11,33,19,20,17,25,CLE,East,Central,Home,Win,2,104,26,13,4,8,14,83,40,58,29,25,11,14,13,5,47,30,26,26,22
351,2016-11-18,07:30,CLE,East,Central,Home,Win,2,104,26,13,4,8,14,83,40,58,29,25,11,14,13,5,47,30,26,26,22,DET,East,Central,Away,Loss,2,81,23,7,5,4,15,93,29,74,23,19,6,20,17,11,33,19,20,17,25
352,2016-11-18,08:00,GS,West,Pacific,Away,Win,2,104,33,11,10,7,20,90,44,62,35,28,9,12,7,9,41,29,26,31,18,BOS,East,Atlantic,Home,Loss,2,88,19,13,6,3,12,83,31,51,20,32,11,19,15,7,36,27,21,9,31
353,2016-11-18,08:00,BOS,East,Atlantic,Home,Loss,2,88,19,13,6,3,12,83,31,51,20,32,11,19,15,7,36,27,21,9,31,GS,West,Pacific,Away,Win,2,104,33,11,10,7,20,90,44,62,35,28,9,12,7,9,41,29,26,31,18
354,2016-11-18,08:00,POR,West,Northwest,Away,Loss,1,101,19,14,2,1,21,88,33,54,21,34,12,26,23,13,35,28,23,24,26,NO,West,Southwest,Home,Win,2,113,31,9,9,12,21,82,45,58,36,24,9,20,14,1,36,31,33,24,25
355,2016-11-18,08:00,NO,West,Southwest,Home,Win,2,113,31,9,9,12,21,82,45,58,36,24,9,20,14,1,36,31,33,24,25,POR,West,Northwest,Away,Loss,1,101,19,14,2,1,21,88,33,54,21,34,12,26,23,13,35,28,23,24,26
356,2016-11-18,08:00,BKN,East,Atlantic,Away,Loss,2,105,19,16,6,2,19,83,35,54,24,29,11,30,24,7,23,40,21,21,23,OKC,West,Northwest,Home,Win,2,124,23,16,9,5,24,89,49,63,42,26,7,24,19,10,36,34,30,32,28
357,2016-11-18,08:00,OKC,West,Northwest,Home,Win,2,124,23,16,9,5,24,89,49,63,42,26,7,24,19,10,36,34,30,32,28,BKN,East,Atlantic,Away,Loss,2,105,19,16,6,2,19,83,35,54,24,29,11,30,24,7,23,40,21,21,23
358,2016-11-18,08:30,MEM,West,Southwest,Away,Win,1,80,16,13,7,3,25,77,31,52,22,25,9,12,9,7,41,19,17,20,24,DAL,West,Southwest,Home,Loss,2,64,9,17,3,8,14,73,21,48,16,25,5,22,17,10,35,19,10,12,23
359,2016-11-18,08:30,DAL,West,Southwest,Home,Loss,2,64,9,17,3,8,14,73,21,48,16,25,5,22,17,10,35,19,10,12,23,MEM,West,Southwest,Away,Win,1,80,16,13,7,3,25,77,31,52,22,25,9,12,9,7,41,19,17,20,24
360,2016-11-18,09:00,TOR,East,Atlantic,Away,Win,2,113,23,12,8,2,25,94,43,71,35,23,8,31,19,7,38,29,23,25,25,DEN,West,Northwest,Home,Loss,2,111,29,19,8,3,26,83,39,58,35,25,4,39,29,9,49,19,38,25,20
361,2016-11-18,09:00,DEN,West,Northwest,Home,Loss,2,111,29,19,8,3,26,83,39,58,35,25,4,39,29,9,49,19,38,25,20,TOR,East,Atlantic,Away,Win,2,113,23,12,8,2,25,94,43,71,35,23,8,31,19,7,38,29,23,25,25
362,2016-11-18,10:30,SA,West,Southwest,Away,Win,2,116,30,12,8,6,18,78,44,54,34,24,10,19,18,3,31,26,26,39,25,LAL,West,Pacific,Home,Loss,3,107,24,14,6,1,21,87,39,62,27,25,12,21,17,15,30,16,36,24,31
363,2016-11-18,10:30,LAL,West,Pacific,Home,Loss,3,107,24,14,6,1,21,87,39,62,27,25,12,21,17,15,30,16,36,24,31,SA,West,Southwest,Away,Win,2,116,30,12,8,6,18,78,44,54,34,24,10,19,18,3,31,26,26,39,25
364,2016-11-18,10:30,LAC,West,Pacific,Away,Win,2,121,27,14,7,6,24,76,40,47,27,29,13,34,28,5,32,40,33,31,17,SAC,West,Pacific,Home,Loss,2,115,21,15,7,4,24,86,38,60,28,26,10,35,29,9,28,24,30,31,30
365,2016-11-18,10:30,SAC,West,Pacific,Home,Loss,2,115,21,15,7,4,24,86,38,60,28,26,10,35,29,9,28,24,30,31,30,LAC,West,Pacific,Away,Win,2,121,27,14,7,6,24,76,40,47,27,29,13,34,28,5,32,40,33,31,17
366,2016-11-19,05:00,UTA,West,Northwest,Away,Loss,1,102,22,14,3,5,17,76,39,49,27,27,12,17,12,5,38,22,22,26,32,HOU,West,Southwest,Home,Win,1,111,28,5,8,3,16,94,42,62,30,32,12,20,15,10,29,28,27,26,30
367,2016-11-19,05:00,HOU,West,Southwest,Home,Win,1,111,28,5,8,3,16,94,42,62,30,32,12,20,15,10,29,28,27,26,30,UTA,West,Northwest,Away,Loss,1,102,22,14,3,5,17,76,39,49,27,27,12,17,12,5,38,22,22,26,32
368,2016-11-19,07:00,BOS,East,Atlantic,Away,Win,0,94,22,8,3,7,13,82,33,51,21,31,12,17,16,9,37,30,20,21,23,DET,East,Central,Home,Loss,0,92,22,7,5,4,13,86,37,66,30,20,7,16,11,11,39,23,24,26,19
369,2016-11-19,07:00,DET,East,Central,Home,Loss,0,92,22,7,5,4,13,86,37,66,30,20,7,16,11,11,39,23,24,26,19,BOS,East,Atlantic,Away,Win,0,94,22,8,3,7,13,82,33,51,21,31,12,17,16,9,37,30,20,21,23
370,2016-11-19,07:00,CHA,East,Southeast,Away,Loss,1,116,29,15,7,5,21,97,40,54,25,43,15,28,21,8,44,23,23,39,23,NO,West,Southwest,Home,Win,0,121,27,12,9,6,23,98,43,62,29,36,14,25,21,10,43,21,26,27,34
371,2016-11-19,07:00,NO,West,Southwest,Home,Win,0,121,27,12,9,6,23,98,43,62,29,36,14,25,21,10,43,21,26,27,34,CHA,East,Southeast,Away,Loss,1,116,29,15,7,5,21,97,40,54,25,43,15,28,21,8,44,23,23,39,23
372,2016-11-19,07:00,DAL,West,Southwest,Away,Loss,0,87,13,14,8,5,16,77,26,49,13,28,13,27,22,5,29,16,29,24,18,ORL,East,Southeast,Home,Win,3,95,17,20,6,8,21,78,34,57,26,21,8,22,19,10,40,17,27,22,29
373,2016-11-19,07:00,ORL,East,Southeast,Home,Win,3,95,17,20,6,8,21,78,34,57,26,21,8,22,19,10,40,17,27,22,29,DAL,West,Southwest,Away,Loss,0,87,13,14,8,5,16,77,26,49,13,28,13,27,22,5,29,16,29,24,18
374,2016-11-19,07:00,MIA,East,Southeast,Away,Win,1,114,21,17,5,7,21,85,43,58,30,27,13,26,15,18,30,33,27,31,23,WAS,East,Southeast,Home,Loss,2,111,22,11,9,5,22,88,42,61,31,27,11,22,16,12,26,35,24,23,29
375,2016-11-19,07:00,WAS,East,Southeast,Home,Loss,2,111,22,11,9,5,22,88,42,61,31,27,11,22,16,12,26,35,24,23,29,MIA,East,Southeast,Away,Win,1,114,21,17,5,7,21,85,43,58,30,27,13,26,15,18,30,33,27,31,23
376,2016-11-19,07:30,PHO,West,Pacific,Away,Loss,1,105,18,15,11,7,19,92,39,71,33,21,6,34,21,12,32,19,29,27,30,PHI,East,Atlantic,Home,Win,1,120,33,19,11,9,23,86,45,51,28,35,17,20,13,6,38,32,26,34,28
377,2016-11-19,07:30,PHI,East,Atlantic,Home,Win,1,120,33,19,11,9,23,86,45,51,28,35,17,20,13,6,38,32,26,34,28,PHO,West,Pacific,Away,Loss,1,105,18,15,11,7,19,92,39,71,33,21,6,34,21,12,32,19,29,27,30
378,2016-11-19,08:00,MIN,West,Northwest,Away,Loss,2,71,16,19,5,5,25,64,25,42,18,22,7,22,14,5,29,16,23,13,19,MEM,West,Southwest,Home,Win,0,93,15,10,8,7,19,76,29,58,27,18,2,38,33,13,33,18,25,22,28
379,2016-11-19,08:00,MEM,West,Southwest,Home,Win,0,93,15,10,8,7,19,76,29,58,27,18,2,38,33,13,33,18,25,22,28,MIN,West,Northwest,Away,Loss,2,71,16,19,5,5,25,64,25,42,18,22,7,22,14,5,29,16,23,13,19
380,2016-11-19,08:30,GS,West,Pacific,Away,Win,1,124,30,12,8,5,25,95,42,57,28,38,14,32,26,18,27,28,41,34,21,MIL,East,Central,Home,Loss,2,121,27,13,7,1,23,89,46,69,36,20,10,25,19,10,31,37,29,26,29
381,2016-11-19,08:30,MIL,East,Central,Home,Loss,2,121,27,13,7,1,23,89,46,69,36,20,10,25,19,10,31,37,29,26,29,GS,West,Pacific,Away,Win,1,124,30,12,8,5,25,95,42,57,28,38,14,32,26,18,27,28,41,34,21
382,2016-11-19,10:30,CHI,East,Central,Away,Loss,2,95,17,14,8,4,20,77,33,47,24,30,9,24,20,15,25,33,19,25,18,LAC,West,Pacific,Home,Win,1,102,20,14,6,2,20,77,36,50,25,27,11,23,19,12,27,23,24,25,30
383,2016-11-19,10:30,LAC,West,Pacific,Home,Win,1,102,20,14,6,2,20,77,36,50,25,27,11,23,19,12,27,23,24,25,30,CHI,East,Central,Away,Loss,2,95,17,14,8,4,20,77,33,47,24,30,9,24,20,15,25,33,19,25,18
384,2016-11-20,01:00,ATL,East,Southeast,Away,Loss,1,94,17,13,7,5,15,85,34,64,28,21,6,29,20,14,34,20,21,25,28,NY,East,Atlantic,Home,Win,2,104,21,15,8,1,23,88,42,62,32,26,10,14,10,11,39,24,22,29,29
385,2016-11-20,01:00,NY,East,Atlantic,Home,Win,2,104,21,15,8,1,23,88,42,62,32,26,10,14,10,11,39,24,22,29,29,ATL,East,Southeast,Away,Loss,1,94,17,13,7,5,15,85,34,64,28,21,6,29,20,14,34,20,21,25,28
386,2016-11-20,03:30,POR,West,Northwest,Away,Win,1,129,23,15,4,7,30,85,49,49,34,36,15,21,16,8,42,32,38,29,30,BKN,East,Atlantic,Home,Loss,1,109,22,10,5,3,20,93,37,58,27,35,10,31,25,11,25,29,35,20,25
387,2016-11-20,03:30,BKN,East,Atlantic,Home,Loss,1,109,22,10,5,3,20,93,37,58,27,35,10,31,25,11,25,29,35,20,25,POR,West,Northwest,Away,Win,1,129,23,15,4,7,30,85,49,49,34,36,15,21,16,8,42,32,38,29,30
388,2016-11-20,07:00,IND,East,Central,Away,Win,2,115,23,22,13,2,20,89,40,67,29,22,11,31,24,15,36,30,28,21,24,OKC,West,Northwest,Home,Loss,1,111,28,20,10,7,23,101,44,65,34,36,10,18,13,15,34,21,33,16,33
389,2016-11-20,07:00,OKC,West,Northwest,Home,Loss,1,111,28,20,10,7,23,101,44,65,34,36,10,18,13,15,34,21,33,16,33,IND,East,Central,Away,Win,2,115,23,22,13,2,20,89,40,67,29,22,11,31,24,15,36,30,28,21,24
390,2016-11-20,09:00,UTA,West,Northwest,Away,Loss,1,91,15,10,3,6,22,85,33,59,26,26,7,23,18,14,35,14,27,22,28,DEN,West,Northwest,Home,Win,2,105,31,9,4,2,19,86,42,64,34,22,8,30,13,12,37,24,29,23,29
391,2016-11-20,09:00,DEN,West,Northwest,Home,Win,2,105,31,9,4,2,19,86,42,64,34,22,8,30,13,12,37,24,29,23,29,UTA,West,Northwest,Away,Loss,1,91,15,10,3,6,22,85,33,59,26,26,7,23,18,14,35,14,27,22,28
392,2016-11-20,09:00,TOR,East,Atlantic,Away,Loss,2,99,16,15,7,6,21,85,34,61,25,24,9,24,22,16,32,28,35,18,18,SAC,West,Pacific,Home,Win,1,102,26,14,8,8,18,81,36,54,25,27,11,25,19,4,33,36,22,28,16
393,2016-11-20,09:00,SAC,West,Pacific,Home,Win,1,102,26,14,8,8,18,81,36,54,25,27,11,25,19,4,33,36,22,28,16,TOR,East,Atlantic,Away,Loss,2,99,16,15,7,6,21,85,34,61,25,24,9,24,22,16,32,28,35,18,18
394,2016-11-20,09:30,CHI,East,Central,Away,Win,0,118,27,18,6,3,16,87,45,65,37,22,8,28,20,16,40,30,32,28,28,LAL,West,Pacific,Home,Loss,1,110,26,10,11,3,19,93,41,62,28,31,13,21,15,10,27,30,31,24,25
395,2016-11-20,09:30,LAL,West,Pacific,Home,Loss,1,110,26,10,11,3,19,93,41,62,28,31,13,21,15,10,27,30,31,24,25,CHI,East,Central,Away,Win,0,118,27,18,6,3,16,87,45,65,37,22,8,28,20,16,40,30,32,28,28
396,2016-11-21,07:00,MEM,West,Southwest,Away,Win,1,105,24,10,7,8,24,84,40,58,28,26,12,17,13,6,34,32,37,15,21,CHA,East,Southeast,Home,Loss,2,90,20,11,6,9,13,73,30,42,21,31,9,33,21,8,31,22,23,26,19
397,2016-11-21,07:00,CHA,East,Southeast,Home,Loss,2,90,20,11,6,9,13,73,30,42,21,31,9,33,21,8,31,22,23,26,19,MEM,West,Southwest,Away,Win,1,105,24,10,7,8,24,84,40,58,28,26,12,17,13,6,34,32,37,15,21
398,2016-11-21,07:00,GS,West,Pacific,Away,Win,1,120,31,12,9,10,17,90,40,54,27,36,13,32,27,12,48,34,27,39,20,IND,East,Central,Home,Loss,1,83,13,13,5,4,23,103,33,80,27,23,6,12,11,15,34,21,21,29,12
399,2016-11-21,07:00,IND,East,Central,Home,Loss,1,83,13,13,5,4,23,103,33,80,27,23,6,12,11,15,34,21,21,29,12,GS,West,Pacific,Away,Win,1,120,31,12,9,10,17,90,40,54,27,36,13,32,27,12,48,34,27,39,20
400,2016-11-21,07:00,MIA,East,Southeast,Away,Loss,2,94,17,15,7,6,22,88,34,57,27,31,7,28,19,21,29,30,15,31,18,PHI,East,Atlantic,Home,Win,1,101,21,15,8,5,25,78,37,52,26,26,11,20,16,7,33,24,22,32,23
401,2016-11-21,07:00,PHI,East,Atlantic,Home,Win,1,101,21,15,8,5,25,78,37,52,26,26,11,20,16,7,33,24,22,32,23,MIA,East,Southeast,Away,Loss,2,94,17,15,7,6,22,88,34,57,27,31,7,28,19,21,29,30,15,31,18
402,2016-11-21,07:00,PHO,West,Pacific,Away,Loss,1,101,22,21,3,7,24,91,39,64,28,27,11,15,12,13,39,20,26,34,21,WAS,East,Southeast,Home,Win,2,106,25,12,8,4,19,91,37,63,27,28,10,34,22,14,31,26,24,25,31
403,2016-11-21,07:00,WAS,East,Southeast,Home,Win,2,106,25,12,8,4,19,91,37,63,27,28,10,34,22,14,31,26,24,25,31,PHO,West,Pacific,Away,Loss,1,101,22,21,3,7,24,91,39,64,28,27,11,15,12,13,39,20,26,34,21
404,2016-11-21,07:30,HOU,West,Southwest,Away,Win,2,99,22,18,4,6,20,78,35,47,25,31,10,27,19,12,34,18,33,28,20,DET,East,Central,Home,Loss,2,96,19,14,7,3,20,87,36,70,29,17,7,24,17,12,27,25,21,29,21
405,2016-11-21,07:30,DET,East,Central,Home,Loss,2,96,19,14,7,3,20,87,36,70,29,17,7,24,17,12,27,25,21,29,21,HOU,West,Southwest,Away,Win,2,99,22,18,4,6,20,78,35,47,25,31,10,27,19,12,34,18,33,28,20
406,2016-11-21,08:00,ORL,East,Southeast,Away,Loss,2,89,21,25,8,5,18,77,32,52,25,25,7,24,18,10,44,27,17,30,15,MIL,East,Central,Home,Win,1,93,25,14,16,9,22,86,35,57,27,29,8,21,15,7,30,20,29,20,24
407,2016-11-21,08:00,MIL,East,Central,Home,Win,1,93,25,14,16,9,22,86,35,57,27,29,8,21,15,7,30,20,29,20,24,ORL,East,Southeast,Away,Loss,2,89,21,25,8,5,18,77,32,52,25,25,7,24,18,10,44,27,17,30,15
408,2016-11-21,08:00,BOS,East,Atlantic,Away,Win,2,99,20,12,5,4,21,84,38,46,26,38,12,14,11,6,33,23,19,26,31,MIN,West,Northwest,Home,Loss,2,93,23,15,5,4,19,86,36,62,32,24,4,25,17,16,35,21,31,29,12
409,2016-11-21,08:00,MIN,West,Northwest,Home,Loss,2,93,23,15,5,4,19,86,36,62,32,24,4,25,17,16,35,21,31,29,12,BOS,East,Atlantic,Away,Win,2,99,20,12,5,4,21,84,38,46,26,38,12,14,11,6,33,23,19,26,31
410,2016-11-21,08:30,DAL,West,Southwest,Away,Loss,2,91,16,17,10,3,23,74,35,47,27,27,8,20,13,10,30,28,21,24,18,SA,West,Southwest,Home,Win,2,96,24,14,9,1,18,75,35,55,27,20,8,25,18,8,31,24,24,25,23
411,2016-11-21,08:30,SA,West,Southwest,Home,Win,2,96,24,14,9,1,18,75,35,55,27,20,8,25,18,8,31,24,24,25,23,DAL,West,Southwest,Away,Loss,2,91,16,17,10,3,23,74,35,47,27,27,8,20,13,10,30,28,21,24,18
412,2016-11-21,10:30,TOR,East,Atlantic,Away,Loss,1,115,19,11,10,2,31,80,40,61,32,19,8,32,27,4,28,19,26,34,36,LAC,West,Pacific,Home,Win,2,123,23,15,5,4,24,74,39,49,29,25,10,42,35,6,36,23,31,34,35
